Regional Council11,Service type4,Ethnic group9,Age of child7,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Marlborough,Education & Care,European/ Pākehā,Age 2,160,150,139,161,153,160,169,159,192,173,188,196,182,192,173
Manawatu-Wanganui,Education & Care,European/ Pākehā,Age 2,582,648,675,698,642,741,718,762,858,780,845,796,897,846,814
Hawkes Bay,Education & Care,European/ Pākehā,Age 2,472,404,438,440,491,462,530,569,582,597,608,594,590,623,630
Gisborne,Education & Care,European/ Pākehā,Age 2,124,157,128,158,130,135,119,129,140,136,120,122,123,101,118
Canterbury,Education & Care,European/ Pākehā,Age 2,2608,2518,2751,2741,2746,2910,3068,3013,3086,3243,3308,3180,3056,3126,3030
Bay of Plenty,Education & Care,European/ Pākehā,Age 2,940,919,946,959,919,882,1115,1121,1084,1095,1078,1055,1076,1121,1048
Auckland,Education & Care,European/ Pākehā,Age 2,4518,4473,4577,4628,4763,4903,5091,5030,5023,4906,5013,4900,4918,5194,4999
Area outside regions,Education & Care,European/ Pākehā,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Asian,Age 2,0,0,1,0,0,0,0,0,2,3,0,0,1,1,1
Wellington,Playcentre,Asian,Age 2,27,29,36,35,29,33,37,27,30,26,24,30,26,21,24
Waikato,Playcentre,Asian,Age 2,10,12,12,11,13,13,8,6,5,10,10,22,14,8,11
Tasman,Playcentre,Asian,Age 2,0,2,1,2,1,1,0,0,2,3,2,7,0,4,2
Taranaki,Playcentre,Asian,Age 2,1,1,0,2,2,0,4,2,1,2,0,0,1,1,2
Southland,Playcentre,Asian,Age 2,0,1,1,0,1,0,1,1,3,1,2,2,4,3,2
Otago,Playcentre,Asian,Age 2,2,2,5,6,2,8,8,10,12,12,8,8,3,9,14
Northland,Playcentre,Asian,Age 2,3,3,6,6,4,12,4,2,4,2,5,4,7,1,5
Nelson,Playcentre,Asian,Age 2,0,1,1,1,0,0,4,3,1,2,4,2,7,5,6
Marlborough,Playcentre,Asian,Age 2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3
Manawatu-Wanganui,Playcentre,Asian,Age 2,3,2,4,1,3,0,1,3,1,2,2,5,7,9,7
Hawkes Bay,Playcentre,Asian,Age 2,6,7,1,0,3,2,0,2,5,0,2,2,1,1,2
Gisborne,Playcentre,Asian,Age 2,1,0,0,1,4,2,2,2,0,0,1,4,1,0,0
Canterbury,Playcentre,Asian,Age 2,15,16,17,11,24,31,14,27,13,17,22,17,17,11,13
Bay of Plenty,Playcentre,Asian,Age 2,5,1,5,4,3,4,11,1,4,5,6,6,6,6,4
Auckland,Playcentre,Asian,Age 2,64,43,49,63,48,63,69,52,69,59,71,58,61,53,78
Area outside regions,Playcentre,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkes Bay,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area outside regions,Kōhanga Reo,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kindergarten,Asian,Age 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Wellington,Kindergarten,Asian,Age 2,11,10,6,10,3,15,11,8,16,14,15,21,23,25,43
Waikato,Kindergarten,Asian,Age 2,3,3,2,4,2,2,7,5,3,1,2,3,4,18,39
Tasman,Kindergarten,Asian,Age 2,0,0,0,0,0,0,0,0,2,1,1,1,3,2,6
Taranaki,Kindergarten,Asian,Age 2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2
Southland,Kindergarten,Asian,Age 2,0,1,0,0,1,1,0,0,0,3,1,2,0,0,0
Otago,Kindergarten,Asian,Age 2,4,6,6,6,5,6,9,2,9,3,7,12,8,12,4
Northland,Kindergarten,Asian,Age 2,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0
Nelson,Kindergarten,Asian,Age 2,0,0,0,0,0,0,0,1,1,1,1,0,6,4,5
Marlborough,Kindergarten,Asian,Age 2,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0
Manawatu-Wanganui,Kindergarten,Asian,Age 2,1,4,2,3,1,2,4,9,3,1,1,1,4,4,4
Hawkes Bay,Kindergarten,Asian,Age 2,0,1,1,0,0,1,0,1,3,0,0,1,6,2,5
Gisborne,Kindergarten,Asian,Age 2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
Canterbury,Kindergarten,Asian,Age 2,3,3,5,9,3,7,19,17,6,7,3,5,6,6,8
Bay of Plenty,Kindergarten,Asian,Age 2,2,1,0,1,0,2,1,3,2,3,6,6,10,8,11
Auckland,Kindergarten,Asian,Age 2,1,0,1,0,1,7,2,9,26,11,8,5,16,14,22
Area outside regions,Kindergarten,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Asian,Age 2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Wellington,Home-based,Asian,Age 2,9,12,15,10,10,11,23,12,14,11,30,25,29,29,21
Waikato,Home-based,Asian,Age 2,2,3,5,10,4,6,4,3,7,8,12,7,15,16,14
Tasman,Home-based,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Asian,Age 2,2,0,0,1,1,1,0,0,0,1,2,0,1,1,1
Southland,Home-based,Asian,Age 2,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0
Otago,Home-based,Asian,Age 2,4,3,1,2,1,2,2,2,5,2,4,6,4,1,6
Northland,Home-based,Asian,Age 2,1,0,0,0,0,1,0,2,3,1,2,0,1,2,5
Nelson,Home-based,Asian,Age 2,2,0,0,0,0,0,0,0,0,1,2,3,0,2,1
Marlborough,Home-based,Asian,Age 2,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2
Manawatu-Wanganui,Home-based,Asian,Age 2,0,2,0,1,0,1,0,2,1,3,4,5,10,13,10
Hawkes Bay,Home-based,Asian,Age 2,2,0,4,3,4,1,1,1,1,0,2,9,10,6,4
Gisborne,Home-based,Asian,Age 2,0,0,2,0,0,1,0,0,0,0,2,2,0,0,1
Canterbury,Home-based,Asian,Age 2,4,6,7,6,3,1,3,3,2,0,6,4,8,3,5
Bay of Plenty,Home-based,Asian,Age 2,3,1,5,2,2,4,2,4,11,18,22,23,27,25,28
Auckland,Home-based,Asian,Age 2,13,16,18,39,25,28,45,36,39,65,94,114,141,199,256
Area outside regions,Home-based,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Asian,Age 2,1,0,0,1,3,0,3,0,2,1,2,4,5,5,4
Wellington,Education & Care,Asian,Age 2,116,133,106,104,122,127,134,127,120,138,144,160,187,222,285
Waikato,Education & Care,Asian,Age 2,54,31,47,45,34,48,56,75,53,78,109,102,129,157,186
Tasman,Education & Care,Asian,Age 2,0,0,0,3,3,5,2,2,1,1,2,3,4,4,4
Taranaki,Education & Care,Asian,Age 2,3,3,5,4,8,12,5,4,2,10,13,10,14,17,20
Southland,Education & Care,Asian,Age 2,2,2,5,4,1,2,4,8,5,9,5,8,7,10,14
Otago,Education & Care,Asian,Age 2,18,14,15,10,15,24,20,19,18,29,31,34,34,47,50
Northland,Education & Care,Asian,Age 2,9,14,7,8,6,7,9,6,4,11,13,18,14,23,18
Nelson,Education & Care,Asian,Age 2,3,1,6,4,5,3,10,11,7,12,15,11,8,9,12
Marlborough,Education & Care,Asian,Age 2,3,1,3,3,3,1,0,1,8,6,4,8,7,4,12
Manawatu-Wanganui,Education & Care,Asian,Age 2,20,25,21,22,21,27,29,28,27,30,42,46,30,54,64
Hawkes Bay,Education & Care,Asian,Age 2,6,10,10,10,12,13,7,12,14,8,21,17,28,38,44
Gisborne,Education & Care,Asian,Age 2,3,3,2,1,4,1,3,3,2,1,4,5,7,10,6
Canterbury,Education & Care,Asian,Age 2,80,70,99,89,101,95,120,133,147,207,195,194,225,265,286
Bay of Plenty,Education & Care,Asian,Age 2,25,19,17,30,19,29,32,22,46,31,53,42,72,86,91
Auckland,Education & Care,Asian,Age 2,472,519,587,622,637,755,792,847,888,943,1147,1162,1370,1767,1849
Area outside regions,Education & Care,Asian,Age 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Wellington,Playcentre,Pasifika,Age 1,1,16,6,7,14,5,15,9,10,18,15,10,16,13,10
Waikato,Playcentre,Pasifika,Age 1,4,8,2,6,4,4,9,4,6,4,9,4,5,4,10
Tasman,Playcentre,Pasifika,Age 1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0
Taranaki,Playcentre,Pasifika,Age 1,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0
Southland,Playcentre,Pasifika,Age 1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
Otago,Playcentre,Pasifika,Age 1,1,3,0,3,4,1,2,1,0,6,3,8,4,6,1
Northland,Playcentre,Pasifika,Age 1,3,7,2,2,3,2,2,5,2,2,3,1,1,0,2
Nelson,Playcentre,Pasifika,Age 1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
Marlborough,Playcentre,Pasifika,Age 1,0,1,1,0,0,1,0,3,1,0,0,0,0,0,0
Manawatu-Wanganui,Playcentre,Pasifika,Age 1,1,1,0,1,2,3,1,4,0,1,2,2,1,2,1
Hawkes Bay,Playcentre,Pasifika,Age 1,0,1,2,0,0,2,1,0,1,2,2,0,1,0,0
Gisborne,Playcentre,Pasifika,Age 1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0
Canterbury,Playcentre,Pasifika,Age 1,5,0,0,3,1,4,4,3,5,3,3,1,0,1,5
Bay of Plenty,Playcentre,Pasifika,Age 1,4,3,1,1,4,3,0,2,0,2,1,2,2,2,0
Auckland,Playcentre,Pasifika,Age 1,25,30,33,26,22,32,28,28,24,21,23,18,17,27,19
Area outside regions,Playcentre,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,7,10,10,4,8,11,11,10
Waikato,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,9,5,5,9,2,5,2,5
Tasman,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,1,5,2,1,1,0
Southland,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Otago,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
Northland,Kōhanga Reo,Pasifika,Age 1,0,1,0,0,1,0,0,3,2,2,2,1,2,0,1
Nelson,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Marlborough,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
Manawatu-Wanganui,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,2,1,2,4,1,3,2,4
Hawkes Bay,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,3,3,3,6,2,3,3,5
Gisborne,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,3,0,3,0,1,1,0,0
Canterbury,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Bay of Plenty,Kōhanga Reo,Pasifika,Age 1,0,1,0,0,0,0,0,3,2,1,2,1,1,4,0
Auckland,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,1,0,0,6,9,11,10,9,9,9,8
Area outside regions,Kōhanga Reo,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
West Coast,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,1,11,13,17,17,10
Waikato,Kindergarten,Pasifika,Age 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Southland,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Kindergarten,Pasifika,Age 1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,1,3,4,6,7
Hawkes Bay,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bay of Plenty,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area outside regions,Kindergarten,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Pasifika,Age 1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Wellington,Home-based,Pasifika,Age 1,8,12,2,7,7,12,14,12,13,5,23,27,32,34,60
Waikato,Home-based,Pasifika,Age 1,3,1,2,2,4,3,4,5,1,2,8,2,11,9,7
Tasman,Home-based,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Pasifika,Age 1,0,0,0,0,5,0,0,0,1,1,0,4,1,2,0
Southland,Home-based,Pasifika,Age 1,1,1,1,0,1,1,0,1,2,2,1,2,1,0,2
Otago,Home-based,Pasifika,Age 1,1,2,3,2,4,3,2,3,0,2,5,3,3,4,7
Northland,Home-based,Pasifika,Age 1,0,2,0,1,0,1,0,0,2,4,2,3,2,1,0
Nelson,Home-based,Pasifika,Age 1,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0
Marlborough,Home-based,Pasifika,Age 1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
Manawatu-Wanganui,Home-based,Pasifika,Age 1,2,3,0,4,1,2,2,1,4,3,6,3,5,7,5
Hawkes Bay,Home-based,Pasifika,Age 1,2,0,5,4,2,1,0,2,2,1,4,3,6,18,13
Gisborne,Home-based,Pasifika,Age 1,0,1,0,0,0,0,0,0,1,3,1,0,1,0,0
Canterbury,Home-based,Pasifika,Age 1,2,5,4,2,1,1,2,3,2,6,8,9,7,2,6
Bay of Plenty,Home-based,Pasifika,Age 1,2,1,3,6,8,0,6,6,12,8,11,21,18,22,30
Auckland,Home-based,Pasifika,Age 1,15,12,25,28,24,17,18,21,23,30,37,41,37,71,122
Area outside regions,Home-based,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Pasifika,Age 1,0,0,0,2,0,0,1,1,2,1,0,3,1,1,1
Wellington,Education & Care,Pasifika,Age 1,52,66,104,89,111,132,111,111,120,113,128,124,117,151,137
Waikato,Education & Care,Pasifika,Age 1,26,23,42,37,33,42,36,23,45,33,47,59,53,58,65
Tasman,Education & Care,Pasifika,Age 1,0,1,0,0,0,0,0,1,2,2,1,1,1,2,2
Taranaki,Education & Care,Pasifika,Age 1,2,4,1,0,3,2,0,4,4,2,4,7,2,3,2
Southland,Education & Care,Pasifika,Age 1,6,1,8,7,14,10,10,6,6,8,12,13,9,15,19
Otago,Education & Care,Pasifika,Age 1,12,20,20,16,14,19,16,7,19,17,22,17,10,24,24
Northland,Education & Care,Pasifika,Age 1,1,3,3,2,2,4,3,8,8,9,9,4,9,3,14
Nelson,Education & Care,Pasifika,Age 1,0,2,0,0,0,4,5,2,2,4,1,8,2,4,1
Marlborough,Education & Care,Pasifika,Age 1,0,2,1,1,4,4,1,1,3,3,2,2,4,4,3
Manawatu-Wanganui,Education & Care,Pasifika,Age 1,16,9,19,28,27,18,24,26,30,15,18,22,26,42,36
Hawkes Bay,Education & Care,Pasifika,Age 1,5,14,12,16,24,28,26,30,31,34,45,39,35,27,36
Gisborne,Education & Care,Pasifika,Age 1,0,3,0,1,2,1,3,5,2,2,5,2,2,5,5
Canterbury,Education & Care,Pasifika,Age 1,30,55,58,58,42,71,61,62,85,64,83,89,50,69,77
Bay of Plenty,Education & Care,Pasifika,Age 1,6,20,14,18,15,19,13,15,10,13,20,22,25,23,28
Auckland,Education & Care,Pasifika,Age 1,325,340,431,401,482,472,497,537,630,628,719,738,759,857,815
Area outside regions,Education & Care,Pasifika,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Other/ Unknown*,Age 1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,3
Wellington,Playcentre,Other/ Unknown*,Age 1,5,6,4,6,6,6,4,5,13,17,11,27,25,14,6
Waikato,Playcentre,Other/ Unknown*,Age 1,0,2,2,3,4,2,10,8,6,2,10,8,8,5,4
Tasman,Playcentre,Other/ Unknown*,Age 1,1,0,0,0,0,0,1,0,0,5,1,0,0,0,1
Taranaki,Playcentre,Other/ Unknown*,Age 1,0,2,0,0,1,8,1,0,2,0,2,1,3,1,1
Southland,Playcentre,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0
Otago,Playcentre,Other/ Unknown*,Age 1,0,0,1,2,1,2,2,1,2,2,1,1,2,5,1
Northland,Playcentre,Other/ Unknown*,Age 1,2,1,2,1,1,4,0,0,2,5,3,4,2,3,0
Nelson,Playcentre,Other/ Unknown*,Age 1,0,0,0,0,0,0,1,1,7,0,3,4,2,1,1
Marlborough,Playcentre,Other/ Unknown*,Age 1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,2
Manawatu-Wanganui,Playcentre,Other/ Unknown*,Age 1,2,0,1,3,2,0,1,2,2,0,3,0,1,3,1
Hawkes Bay,Playcentre,Other/ Unknown*,Age 1,0,1,0,2,2,1,1,0,8,1,5,0,0,6,1
Gisborne,Playcentre,Other/ Unknown*,Age 1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Canterbury,Playcentre,Other/ Unknown*,Age 1,2,5,1,4,4,2,3,4,2,7,10,4,6,12,9
Bay of Plenty,Playcentre,Other/ Unknown*,Age 1,0,2,0,1,4,0,4,1,9,5,4,2,14,10,2
Auckland,Playcentre,Other/ Unknown*,Age 1,6,4,7,9,7,13,14,14,14,17,15,15,24,18,14
Area outside regions,Playcentre,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,Other/ Unknown*,Age 1,2,0,0,0,0,0,0,8,8,7,4,7,5,2,3
Waikato,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,1,0,0,4,10,6,11,8,3,7,12
Tasman,Kōhanga Reo,Other/ Unknown*,Age 1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Taranaki,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,7,3,3,4,10,4,9,4
Southland,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
Otago,Kōhanga Reo,Other/ Unknown*,Age 1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Northland,Kōhanga Reo,Other/ Unknown*,Age 1,1,0,0,0,0,0,0,4,1,1,4,5,0,3,3
Nelson,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Marlborough,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0
Manawatu-Wanganui,Kōhanga Reo,Other/ Unknown*,Age 1,1,0,0,0,0,0,0,14,8,3,10,6,6,10,4
Hawkes Bay,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,1,9,3,3,3,4,5,6,2
Gisborne,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,2,3,2,0,3,1,1,6
Canterbury,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,1,2,3,1,1,1,1,0,0
Bay of Plenty,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,5,6,9,5,4,4,4,2
Auckland,Kōhanga Reo,Other/ Unknown*,Age 1,2,0,0,0,0,0,0,13,6,8,4,10,1,7,3
Area outside regions,Kōhanga Reo,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,1
Waikato,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Taranaki,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Northland,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Marlborough,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Hawkes Bay,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kindergarten,Other/ Unknown*,Age 1,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0
Bay of Plenty,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area outside regions,Kindergarten,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Other/ Unknown*,Age 1,0,0,1,0,0,0,1,11,22,24,0,0,0,1,0
Wellington,Home-based,Other/ Unknown*,Age 1,3,2,2,3,4,2,7,157,247,286,120,22,39,37,33
Waikato,Home-based,Other/ Unknown*,Age 1,1,2,1,3,1,5,3,97,98,124,39,30,21,17,19
Tasman,Home-based,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Other/ Unknown*,Age 1,0,0,0,1,0,1,0,6,10,9,48,2,4,1,4
Southland,Home-based,Other/ Unknown*,Age 1,0,0,0,0,1,0,0,0,6,4,8,2,2,6,0
Otago,Home-based,Other/ Unknown*,Age 1,1,0,0,2,0,1,3,13,6,5,10,3,3,9,7
Northland,Home-based,Other/ Unknown*,Age 1,0,0,0,0,1,0,0,1,0,5,8,0,3,3,3
Nelson,Home-based,Other/ Unknown*,Age 1,0,0,0,2,1,0,0,3,2,0,11,2,1,3,2
Marlborough,Home-based,Other/ Unknown*,Age 1,0,0,1,0,0,0,0,0,1,8,5,0,2,3,0
Manawatu-Wanganui,Home-based,Other/ Unknown*,Age 1,0,0,0,0,0,0,2,3,12,23,32,7,10,8,16
Hawkes Bay,Home-based,Other/ Unknown*,Age 1,0,0,0,0,0,5,2,74,103,88,18,7,6,10,22
Gisborne,Home-based,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,4,0,1,1,1,0
Canterbury,Home-based,Other/ Unknown*,Age 1,4,3,5,1,0,1,5,93,89,93,60,25,26,14,4
Bay of Plenty,Home-based,Other/ Unknown*,Age 1,4,2,2,1,3,3,2,69,100,97,63,29,36,28,12
Auckland,Home-based,Other/ Unknown*,Age 1,55,31,22,14,13,7,18,273,315,366,147,43,75,80,52
Area outside regions,Home-based,Other/ Unknown*,Age 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Other/ Unknown*,Age 1,1,0,0,0,0,0,0,1,0,1,2,0,1,1,1
Wellington,Education & Care,Other/ Unknown*,Age 1,26,17,19,16,19,17,29,20,20,40,39,38,33,68,40
Waikato,Education & Care,Other/ Unknown*,Age 1,17,4,12,6,6,9,10,16,20,19,27,36,39,33,32
Tasman,Education & Care,Other/ Unknown*,Age 1,0,0,0,1,0,0,0,2,0,2,2,3,0,3,1
Taranaki,Education & Care,Other/ Unknown*,Age 1,17,0,1,2,2,0,0,1,1,5,1,4,3,2,4
Southland,Education & Care,Other/ Unknown*,Age 1,0,0,0,0,3,1,1,1,2,1,7,3,3,3,2
Otago,Education & Care,Other/ Unknown*,Age 1,6,1,1,2,5,4,4,10,12,12,15,22,16,24,27
Northland,Education & Care,Other/ Unknown*,Age 1,3,1,5,1,3,4,3,21,7,11,8,6,6,6,8
